Descricao Area de Referencia,Regiao SDG,Periodo de Tempo,Genero,Idade,Valor Observado,Descricao Unidade de Medida,Ano da Fonte,Ano Mais Recente
Japan,Eastern and South-Eastern Asia,2021,Female,15 to 24 years old,0.6699999999999998,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Female,15 to 24 years old,3.583333333333333,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Female,15 to 24 years old,0.8669999999999999,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Female,15 to 24 years old,0.7684064875236541,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Female,15 to 24 years old,3.335194042256492,Hours per day,2022,1.0
Lithuania,Europe and Northern America,2003,Female,15 to 24 years old,2.475,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Female,15 to 24 years old,5.459623346833037,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Female,15 to 24 years old,4.821865372215404,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Female,15 to 24 years old,5.047220606169813,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Female,15 to 24 years old,3.783,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Female,15 to 24 years old,3.347508397544619,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Female,15 to 24 years old,3.369800040310241,Hours per day,2022,1.0
Oman,Northern Africa and Western Asia,2008,Female,15 to 24 years old,3.566666666666666,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Female,15 to 24 years old,1.883,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Female,15 to 24 years old,2.588416482986356,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Female,15 to 24 years old,4.105110927780192,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Female,15 to 24 years old,2.567,Hours per day,2022,1.0
Portugal,Europe and Northern America,2015,Female,15 to 24 years old,2.878965,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Female,15 to 24 years old,3.8,Hours per day,2022,Sem Informação
Romania,Europe and Northern America,2012,Female,15 to 24 years old,2.716666666666666,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Female,15 to 24 years old,2.049248156257673,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Female,15 to 24 years old,1.903263397758299,Hours per day,2022,Sem Informação
Sweden,Europe and Northern America,2011,Female,15 to 24 years old,1.956263191749007,Hours per day,2022,1.0
Switzerland,Europe and Northern America,2000,Female,15 to 24 years old,2.218,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2004,Female,15 to 24 years old,2.164,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2007,Female,15 to 24 years old,2.313,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Female,15 to 24 years old,2.306,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Female,15 to 24 years old,2.232,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Female,15 to 24 years old,2.508,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Female,15 to 24 years old,2.604,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Female,15 to 24 years old,4.184952542599999,Hours per day,2022,Sem Informação
Türkiye,Northern Africa and Western Asia,2015,Female,15 to 24 years old,3.155279327091543,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Female,15 to 24 years old,3.6,Hours per day,2022,1.0
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2015,Female,15 to 24 years old,1.369541666666666,Hours per day,2022,Sem Informação
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2022,Female,15 to 24 years old,2.248304372723897,Hours per day,2022,1.0
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2001,Female,15 to 24 years old,1.706795,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2003,Female,15 to 24 years old,2.3,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2004,Female,15 to 24 years old,2.38,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2005,Female,15 to 24 years old,2.54,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2006,Female,15 to 24 years old,2.45,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2007,Female,15 to 24 years old,2.13,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2008,Female,15 to 24 years old,2.35,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2009,Female,15 to 24 years old,2.3,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2010,Female,15 to 24 years old,2.44,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2011,Female,15 to 24 years old,2.32,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2012,Female,15 to 24 years old,2.11,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2013,Female,15 to 24 years old,2.14,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2014,Female,15 to 24 years old,2.43,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2015,Female,15 to 24 years old,2.26,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2016,Female,15 to 24 years old,2.15,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2017,Female,15 to 24 years old,2.35,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2018,Female,15 to 24 years old,2.339999999999999,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2019,Female,15 to 24 years old,2.1,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Male,15 to 24 years old,1.000160826347676,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Male,15 to 24 years old,0.904,Hours per day,2022,1.0
Belgium,Europe and Northern America,2013,Male,15 to 24 years old,1.0416,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Male,15 to 24 years old,1.092575787375674,Hours per day,2022,1.0
Chile,Latin America and the Caribbean,2008,Male,15 to 24 years old,1.0239521,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Male,15 to 24 years old,0.9039027777777778,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Male,15 to 24 years old,0.677675,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Male,15 to 24 years old,1.503026935883821,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Male,15 to 24 years old,0.9072617491520708,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Male,15 to 24 years old,1.223,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Male,15 to 24 years old,1.196,Hours per day,2022,1.0
France,Europe and Northern America,2010,Male,15 to 24 years old,0.8849625,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Male,15 to 24 years old,0.3055831275692413,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Male,15 to 24 years old,0.4999999999999999,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Male,15 to 24 years old,0.4833333333333333,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Male,15 to 24 years old,0.997,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Male,15 to 24 years old,0.6999999997,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Male,15 to 24 years old,0.8464837872440834,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Male,15 to 24 years old,0.51,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Male,15 to 24 years old,0.49,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Male,15 to 24 years old,0.52,Hours per day,2022,1.0
Japan,Eastern and South-Eastern Asia,2001,Male,15 to 24 years old,0.3,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2006,Male,15 to 24 years old,0.2833333333333334,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2011,Male,15 to 24 years old,0.3,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2016,Male,15 to 24 years old,0.2833333333333334,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2021,Male,15 to 24 years old,0.32,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Male,15 to 24 years old,1.133333333333334,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Male,15 to 24 years old,0.367,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Male,15 to 24 years old,0.3692299526351585,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Male,15 to 24 years old,2.200879973058615,Hours per day,2022,1.0
Lithuania,Europe and Northern America,2003,Male,15 to 24 years old,1.015,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Male,15 to 24 years old,1.942434740685989,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Male,15 to 24 years old,1.98663427467008,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Male,15 to 24 years old,2.238422117255518,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Male,15 to 24 years old,1.401166666666667,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Male,15 to 24 years old,1.20241280023251,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Male,15 to 24 years old,1.900983273574216,Hours per day,2022,1.0
Oman,Northern Africa and Western Asia,2008,Male,15 to 24 years old,1.4,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Male,15 to 24 years old,1.266,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Male,15 to 24 years old,0.6894180258097995,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Male,15 to 24 years old,1.761468006399421,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Male,15 to 24 years old,1.183,Hours per day,2022,1.0
Portugal,Europe and Northern America,2015,Male,15 to 24 years old,1.48158,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Male,15 to 24 years old,1.6,Hours per day,2022,Sem Informação
Romania,Europe and Northern America,2012,Male,15 to 24 years old,1.266666666666667,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Male,15 to 24 years old,1.048449069007245,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Male,15 to 24 years old,0.7987824266904117,Hours per day,2022,Sem Informação
Sweden,Europe and Northern America,2011,Male,15 to 24 years old,1.170472257654485,Hours per day,2022,1.0
Switzerland,Europe and Northern America,2000,Male,15 to 24 years old,1.594,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2004,Male,15 to 24 years old,1.655,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2007,Male,15 to 24 years old,1.804,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Male,15 to 24 years old,1.523,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Male,15 to 24 years old,1.625,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Male,15 to 24 years old,1.749,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Male,15 to 24 years old,1.782,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Male,15 to 24 years old,0.6587120769000001,Hours per day,2022,Sem Informação
Türkiye,Northern Africa and Western Asia,2015,Male,15 to 24 years old,0.5816475929890484,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Male,15 to 24 years old,1.6,Hours per day,2022,1.0
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2015,Male,15 to 24 years old,0.5807166666666668,Hours per day,2022,Sem Informação
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2022,Male,15 to 24 years old,1.411187607105285,Hours per day,2022,1.0
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2001,Male,15 to 24 years old,0.6654383333333332,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2003,Male,15 to 24 years old,1.3,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2004,Male,15 to 24 years old,1.25,Hours per day,2022,Sem Informação
